Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
P25440;P25440-2;B0S7P1;Q658Y7;H0Y6K2;E9PIQ3;B0V072;B0V073;E9PKQ9;H0Y799,P25440;P25440-2;B0S7P1;Q658Y7;H0Y6K2;E9PIQ3;B0V072;B0V073,Bromodomain-containing protein 2,BRD2;DKFZp313H139,67755000,81507000,84600000,99998000,105110000,61233000,37982000,116680000,90821000,124580000,121930000,167110000,32203000,1882100,2264100,2350000,2777700,2919700,1700900,1055100,3241000,2522800,3460500,3386900,4641800,58686000,63165000,63552000,94400000,124520000,66426000,41320000,66460000,70703000,69234000,77970000,99619000
B0S8A9;B0V109;B4DVY7;O75955;B0S8B0;B0V111;A2AB09,B0S8A9;B0V109;B4DVY7;O75955;B0S8B0;B0V111;A2AB09,Flotillin-1,FLOT1,39131000,30502000,29469000,22629000,16795000,17416000,66006000,22090000,31663000,76424000,31510000,19621000,33605000,3260900,2541800,2455800,1885700,1399600,1451400,5500500,1840800,2638600,6368600,2625800,1635100,0,0,0,0,0,0,34138000,0,0,0,0,0
P46379-2;B0UX83;P46379;P46379-3;F6S6P2;F6UR09;F6U1F2;F6XTU0;F6RG75;F6WML8;F6VEM6;F6X9W3;F6U341;F6TC96,P46379-2;B0UX83;P46379;P46379-3;F6S6P2,Large proline-rich protein BAG6,BAG6,1228900000,1640300000,1660400000,1645500000,1511200000,1394100000,2081200000,1426100000,2436100000,2216300000,1398200000,2021500000,645620000,38404000,51258000,51887000,51422000,47225000,43566000,65037000,44566000,76128000,69260000,43693000,63172000,1154100000,1327400000,1232700000,1554300000,1654400000,1272100000,964620000,1015000000,1405000000,1277300000,1331900000,1345800000
P48444-2;P48444;B0YIW6,P48444-2;P48444;B0YIW6,Coatomer subunit delta,ARCN1,69172000,43120000,52387000,89625000,77883000,67115000,35826000,77269000,53698000,0,58807000,98652000,36178000,3458600,2156000,2619300,4481200,3894100,3355800,1791300,3863400,2684900,0,2940400,4932600,56698000,0,0,103930000,66972000,62717000,0,47159000,61090000,0,0,59129000
B1AHB1;P33992;B1AHB2;B1AHA9,B1AHB1;P33992,DNA replication licensing factor MCM5,MCM5,35819000,49327000,58806000,31099000,47332000,44234000,77042000,48623000,75083000,44193000,74854000,72267000,17334000,942600,1298100,1547500,818400,1245600,1164000,2027400,1279500,1975900,1163000,1969900,1901800,32974000,38980000,41733000,38091000,46720000,42115000,38438000,39435000,41929000,38540000,46258000,45606000
B1AHC9;P12956;F5H1I8;B1AHC8,B1AHC9;P12956;F5H1I8;B1AHC8,X-ray repair cross-complementing protein 6,XRCC6,692770000,949960000,1072800000,849300000,708310000,882260000,2047200000,1518400000,1934000000,2168100000,1995000000,1227900000,553310000,23889000,32757000,36992000,29286000,24424000,30423000,70592000,52359000,66689000,74762000,68793000,42340000,687490000,794660000,888920000,969350000,787000000,846590000,1171800000,978320000,1225300000,1186100000,985110000,905290000
B1AK87;P47756-2;B1AK88;P47756;F6USW4;B1AK85;F6Q0E3,B1AK87;P47756-2;B1AK88;P47756;F6USW4;B1AK85,F-actin-capping protein subunit beta,CAPZB,349850000,428150000,414200000,313900000,256460000,282940000,548980000,492600000,577450000,445970000,495370000,579580000,345700000,23323000,28543000,27613000,20926000,17097000,18863000,36598000,32840000,38497000,29731000,33025000,38639000,304510000,331750000,316980000,367340000,347280000,325910000,298290000,238380000,355680000,269580000,277720000,388400000
Q9NP97;Q8TF09;B4DFR2;H3BQI1;B1AKR6,Q9NP97;Q8TF09;B4DFR2;H3BQI1;B1AKR6,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2,27946000,32533000,29915000,26093000,20850000,24561000,0,0,0,26866000,0,29757000,36420000,4657700,5422100,4985900,4348900,3475100,4093500,0,0,0,4477600,0,4959400,0,0,0,0,0,0,0,0,0,0,0,22167000
Q9P0T7;B1ALM5;Q7Z649;Q9NQ34,Q9P0T7;B1ALM5;Q7Z649;Q9NQ34,Transmembrane protein 9;Transmembrane protein 9B,TMEM9;TMEM9B,154360000,83318000,119850000,57109000,31140000,39979000,230770000,147530000,169090000,121810000,71955000,65527000,129240000,15436000,8331800,11985000,5710900,3114000,3997900,23077000,14753000,16909000,12181000,7195500,6552700,139450000,81448000,84117000,47590000,47327000,49507000,109290000,78477000,101890000,59055000,57442000,52858000
B1AMX7;B1AMX8;B1AMX9;Q12933-4;Q12933-3;Q12933;Q12933-2;B1AMY1,B1AMX7;B1AMX8;B1AMX9;Q12933-4;Q12933-3;Q12933;Q12933-2;B1AMY1,TNF receptor-associated factor 2,TRAF2,0,0,0,0,0,0,10124000,11827000,0,0,0,0,3135900,0,0,0,0,0,0,1446300,1689600,0,0,0,0,0,0,0,0,0,0,5236000,0,0,0,0,0
B1APE1;Q00403;B1APE2,B1APE1;Q00403;B1APE2,Transcription initiation factor IIB,GTF2B,121550000,160970000,124790000,151330000,128240000,118250000,154240000,152690000,172730000,136440000,147080000,132540000,154620000,11050000,14634000,11344000,13758000,11658000,10750000,14022000,13881000,15703000,12404000,13371000,12049000,106700000,119820000,100470000,149830000,143690000,111430000,82561000,95206000,106820000,82271000,102110000,102900000
B1APM4;P35610;P35610-3;P35610-2,B1APM4;P35610;P35610-3;P35610-2,Sterol O-acyltransferase 1,SOAT1,33584000,39440000,5536200,8171200,6862600,36971000,259560000,448970000,274890000,391800000,399400000,118040000,183930000,3053100,3585400,503290,742830,623870,3361000,23596000,40815000,24990000,35618000,36309000,10731000,39486000,43403000,0,0,0,33709000,187570000,239080000,237570000,275500000,138370000,57115000
B1AVT0;P49760-3;P49760;P49760-2,B1AVT0;P49760-3;P49760,Dual specificity protein kinase CLK2,CLK2,1382300000,1160200000,951090000,950410000,724230000,638420000,1504400000,1449900000,794810000,1052100000,520450000,697110000,622400000,72755000,61063000,50057000,50021000,38117000,33601000,79181000,76310000,41832000,55375000,27392000,36690000,987620000,904340000,710600000,817490000,718210000,682900000,809950000,757830000,649810000,720430000,648980000,520960000
F5H648;Q03518;B1AZV3,F5H648;Q03518;B1AZV3,Antigen peptide transporter 1,TAP1,0,0,0,0,0,8532700,112760000,64031000,62919000,44102000,70271000,55189000,18166000,0,0,0,0,0,370990,4902800,2784000,2735600,1917500,3055300,2399500,0,0,0,0,0,0,60900000,37105000,38073000,0,46918000,38626000
P21675;P21675-2;B1Q2X3;P21675-3;P21675-4;Q8IZX4;H7BY98;H7C2K9;H0Y8N6,P21675;P21675-2;B1Q2X3;P21675-3;P21675-4;Q8IZX4,Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like,TAF1;N-TAF1;TAF1L,35996000000,34280000000,38605000000,29354000000,33895000000,36762000000,37715000000,36492000000,35615000000,38622000000,35404000000,31790000000,5660400000,479950000,457060000,514740000,391390000,451940000,490160000,502860000,486560000,474860000,514950000,472050000,423870000,29821000000,26760000000,28895000000,31974000000,37435000000,36940000000,19194000000,21742000000,21052000000,23094000000,23486000000,22758000000
H3BS66;B2RUZ4,H3BS66;B2RUZ4,Small integral membrane protein 1,SMIM1,111780000,90420000,62743000,14576000,14712000,25051000,134420000,66531000,51061000,36457000,42001000,26059000,337910000,55892000,45210000,31372000,7288000,7355900,12525000,67211000,33265000,25530000,18228000,21000000,13029000,0,0,0,0,0,0,0,0,0,0,0,19412000
B3KMK8;O95210,B3KMK8;O95210,Starch-binding domain-containing protein 1,STBD1,0,0,0,0,0,0,0,0,24457000,0,0,0,1358700,0,0,0,0,0,0,0,0,1358700,0,0,0,0,0,0,0,0,0,0,0,14844000,0,0,0
F8VV59;B7Z9C2;B3KNT8;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F8W020;F8W118;F8VY35;F8W543;F8VRJ2;H0YH88;B3KV44;F8VVB5;F8VXI6;F8VUX1;F8VUC3;B7Z4K9,F8VV59;B7Z9C2;B3KNT8;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F8W020;F8W118;F8VY35;F8W543;F8VRJ2;H0YH88;B3KV44;F8VVB5;F8VXI6;F8VUX1,Nucleosome assembly protein 1-like 1,NAP1L1,17194000,128650000,152000000,51360000,72832000,21346000,92119000,110500000,95233000,326520000,13635000,40130000,101960000,1563100,11696000,13818000,4669100,6621100,1940500,8374500,10045000,8657500,29684000,1239600,3648100,55420000,60866000,70747000,68699000,77266000,89600000,0,0,65415000,76345000,0,114580000
B3KR41;Q9Y6D9;C9JTA2;C9JP81;C9JKI7;C9K086,B3KR41;Q9Y6D9;C9JTA2;C9JP81,Mitotic spindle assembly checkpoint protein MAD1,MAD1L1,11212000,14493000,13808000,10374000,8554700,11659000,0,41581000,25534000,36729000,26876000,11082000,6054400,320350,414090,394520,296390,244420,333100,0,1188000,729540,1049400,767880,316640,0,0,0,0,0,0,0,24635000,0,0,0,0
O15372;B3KS98;E5RHC7;E5RH59;E5RFW7;E5RFH0;E5RGU4;E5RJT0,O15372;B3KS98;E5RHC7;E5RH59;E5RFW7;E5RFH0;E5RGU4;E5RJT0,Eukaryotic translation initiation factor 3 subunit H,EIF3H;EIF3S3,15483000,41029000,44446000,45999000,36697000,18644000,101430000,87033000,30365000,80576000,85809000,77867000,33269000,774150,2051500,2222300,2299900,1834900,932220,5071300,4351700,1518200,4028800,4290400,3893300,0,39477000,40061000,46330000,43463000,0,57461000,47114000,0,47548000,49604000,51517000
B4DEW9;O00303;B3KSH1;H0YDT6,B4DEW9;O00303;B3KSH1,Eukaryotic translation initiation factor 3 subunit F,EIF3F,17424000,16475000,8403500,27119000,18950000,19747000,69638000,59883000,50420000,26807000,86732000,123330000,43744000,1452000,1372900,700290,2260000,1579200,1645600,5803200,4990200,4201700,2233900,7227600,10277000,0,0,0,30427000,0,32590000,43728000,43336000,40823000,0,55802000,51282000
B3KSP0;Q9H3P2;H0Y3X6;H7C2C7;Q9H3P2-7;C9JEM7;C9JHL4,B3KSP0;Q9H3P2;H0Y3X6;H7C2C7;Q9H3P2-7,Negative elongation factor A,WHSC2;NELFA,49760000,39278000,43016000,39619000,43854000,23260000,50196000,44690000,58922000,26156000,65738000,63523000,34251000,3110000,2454900,2688500,2476200,2740900,1453700,3137300,2793100,3682600,1634800,4108600,3970200,38498000,34442000,35290000,38620000,50145000,0,31278000,31529000,35554000,0,39817000,41768000
O75925;B3KSY9;B4DGW0;O75928-3;O75928-2;O75928,O75925;B3KSY9,E3 SUMO-protein ligase PIAS1,PIAS1,47911000,118260000,85276000,39655000,31090000,44267000,123810000,84354000,18589000,155310000,55000000,23533000,29538000,1711100,4223700,3045600,1416200,1110400,1580900,4421900,3012700,663910,5546900,1964300,840480,56899000,70095000,59948000,55973000,0,58125000,0,64690000,0,67792000,0,0
H0YMJ0;Q9UBU8-2;B3KTM8;Q9UBU8;H0YMT8;H0YM21;H0YNE0;Q9UBU8-3;H0YLJ3,H0YMJ0;Q9UBU8-2;B3KTM8;Q9UBU8;H0YMT8;H0YM21;H0YNE0;Q9UBU8-3;H0YLJ3,Mortality factor 4-like protein 1,MORF4L1,0,7119100,8275500,6526900,0,0,0,0,0,14770000,0,0,2446100,0,474610,551700,435130,0,0,0,0,0,984640,0,0,0,0,0,6526900,0,0,0,0,0,0,0,0
J3QQS6;J3KRZ9;B3KUS7;Q9H3Q1,J3QQS6;J3KRZ9;B3KUS7;Q9H3Q1,Cdc42 effector protein 4,CDC42EP4,19282000,27347000,27553000,16737000,22302000,18581000,0,31746000,17482000,29298000,20385000,42386000,54620000,3856300,5469400,5510500,3347300,4460400,3716200,0,6349100,3496500,5859600,4076900,8477300,0,0,0,0,0,0,0,0,0,0,0,31576000
Q8TBK6-2;B3KVL5;Q8TBK6;D6RHC2;D6R9G7;G3XAM1,Q8TBK6-2;B3KVL5;Q8TBK6,Zinc finger CCHC domain-containing protein 10,ZCCHC10,98294000,75207000,150680000,76038000,31471000,46052000,90111000,116850000,85154000,58306000,69730000,53935000,317280000,32765000,25069000,50225000,25346000,10490000,15351000,30037000,38951000,28385000,19435000,23243000,17978000,108270000,65641000,123420000,81011000,33481000,53167000,37618000,49916000,41431000,43126000,39110000,36205000
J3QLE5;P14678-2;P63162;P14678;B3KVR1;P14678-3;J3KRY3,J3QLE5;P14678-2;P63162;P14678;B3KVR1;P14678-3;J3KRY3,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated protein,SNRPN;SNRPB,169910000,232630000,241880000,204840000,209780000,137970000,341340000,260020000,294370000,345000000,406060000,259280000,310310000,16991000,23263000,24188000,20484000,20978000,13797000,34134000,26002000,29437000,34500000,40606000,25928000,135680000,184620000,177030000,210860000,230710000,162960000,179860000,177780000,185160000,213220000,241950000,186070000
C9JYD0;C9J3G7;B3KWT8;Q3KNV8;Q3KNV8-2,C9JYD0;C9J3G7;B3KWT8;Q3KNV8;Q3KNV8-2,Polycomb group RING finger protein 3,PCGF3,16007000,0,12901000,11321000,7450700,10164000,13768000,13251000,10427000,12774000,0,15352000,41139000,5335800,0,4300400,3773600,2483600,3388100,4589200,4417100,3475600,4258000,0,5117300,0,0,0,0,0,0,0,0,0,0,0,11436000
B3KXE0;P32780;E9PM51;E9PI26;F5H0Y9,B3KXE0;P32780;E9PM51,General transcription factor IIH subunit 1,GTF2H1,46809000,89021000,34403000,39549000,36452000,37785000,28159000,84229000,0,53757000,55261000,69366000,23950000,1950400,3709200,1433500,1647900,1518800,1574400,1173300,3509600,0,2239900,2302600,2890200,49794000,61583000,0,44742000,42371000,39704000,0,40821000,0,34946000,38888000,49827000
Q13188;B3KYA7;E5RFQ9;Q13043-2;Q13043,Q13188;B3KYA7;E5RFQ9;Q13043-2;Q13043,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit;Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,STK3;STK4,19394000,7055700,41041000,11505000,12280000,12016000,0,43553000,24118000,20182000,12939000,15669000,7848300,692640,251990,1465700,410900,438570,429150,0,1555500,861370,720800,462090,559590,0,0,32265000,0,0,0,0,0,0,0,0,0
B4DEM2;C9J7P1;H0Y5J4;B4DDP6;B4DDD6;Q9UJU6;Q9UJU6-2;Q9UJU6-3,B4DEM2;C9J7P1;H0Y5J4;B4DDP6;B4DDD6;Q9UJU6;Q9UJU6-2;Q9UJU6-3,Drebrin-like protein,DBNL,0,0,0,0,2804700,0,0,0,9693100,0,0,0,1041500,0,0,0,0,233720,0,0,0,807760,0,0,0,0,0,0,0,0,0,0,0,5883400,0,0,0
K7EJL1;B4DDG7;E7ENJ6;Q9BXS5;Q9BXS5-2,K7EJL1;B4DDG7;E7ENJ6;Q9BXS5;Q9BXS5-2,AP-1 complex subunit mu-1,AP1M1,25186000,34823000,44376000,29584000,34926000,31834000,67058000,55929000,53341000,41478000,39883000,55417000,24468000,1199300,1658200,2113100,1408800,1663100,1515900,3193200,2663300,2540100,1975100,1899200,2638900,0,29077000,34757000,31219000,35945000,34318000,33565000,33337000,34438000,0,28804000,36720000
B4DE16;Q8WYA6;A2A2P1;Q8WYA6-3;Q8WYA6-2,B4DE16;Q8WYA6;A2A2P1,Beta-catenin-like protein 1,CTNNBL1,78921000,75627000,130130000,89074000,104350000,107970000,287110000,128870000,68780000,396280000,301050000,153370000,80064000,3288400,3151100,5422200,3711400,4348000,4498700,11963000,5369600,2865800,16511000,12544000,6390500,77269000,72660000,113400000,115090000,125210000,142580000,152900000,90991000,55940000,188340000,141530000,90029000
Q3HM38;K7EPG2;K7ESJ4;O14737;B4DE64,Q3HM38;K7EPG2;K7ESJ4;O14737;B4DE64,Programmed cell death protein 5,PDCD5,18386000,29890000,20577000,25899000,24367000,14956000,0,23835000,0,19690000,19033000,36233000,58216000,4596400,7472600,5144400,6474700,6091700,3739100,0,5958700,0,4922400,4758300,9058200,0,0,0,0,0,0,0,0,0,0,0,26991000
B4DEH8;G3V4T2,B4DEH8;G3V4T2,,PABPN1,489290000,486890000,668830000,311640000,338160000,334170000,530930000,612110000,502530000,1227700000,649560000,295380000,644720000,48929000,48689000,66883000,31164000,33816000,33417000,53093000,61211000,50253000,122770000,64956000,29538000,453210000,385190000,515220000,0,402250000,420850000,284310000,0,330310000,544010000,436520000,263310000
B4DJ10;F5H698;B4DER1;Q9P2J5,B4DJ10;F5H698;B4DER1;Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",LARS,0,0,0,0,0,0,18421000,0,0,0,0,0,307010,0,0,0,0,0,0,307010,0,0,0,0,0,0,0,0,0,0,0,9527100,0,0,0,0,0
B4DF47;Q9BUK6-7;Q9BUK6-3;Q9BUK6-2;Q9BUK6;Q9BUK6-4;B4DHK3;REV__P04114,B4DF47;Q9BUK6-7;Q9BUK6-3;Q9BUK6-2;Q9BUK6;Q9BUK6-4;B4DHK3;REV__P04114,Protein misato homolog 1,MSTO1,19756000,8407500,5225500,12719000,5128100,5958400,41786000,4718100,22103000,7499900,23279000,29725000,9805500,1039800,442500,275030,669420,269900,313600,2199300,248320,1163300,394730,1225200,1564500,0,0,0,0,0,0,0,0,0,0,0,22144000
P27824;B4DGP8;B4E2T8;D6RFL1;D6RGY2;D6RDP7;H0Y9Q7;D6RAU8;D6RB85;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16,P27824;B4DGP8;B4E2T8,Calnexin,CANX,350000000,412390000,506960000,192840000,284550000,300400000,3136700000,1811100000,1584600000,2519700000,2110100000,658600000,433370000,10938000,12887000,15843000,6026200,8892200,9387500,98021000,56596000,49518000,78742000,65942000,20581000,388770000,418060000,404400000,338060000,350180000,339440000,1592700000,1120500000,907350000,1430300000,990050000,627350000
Q9UKB1-2;B4DH70;Q9UKB1-3;Q9UKB1;Q68DS0;Q9Y297-2;Q9Y297,Q9UKB1-2;B4DH70;Q9UKB1-3;Q9UKB1;Q68DS0;Q9Y297-2;Q9Y297,F-box/WD repeat-containing protein 11;F-box/WD repeat-containing protein 1A,FBXW11;DKFZp781N011;BTRC,166870000,141000000,167940000,131010000,85528000,130650000,252310000,244480000,178890000,228170000,120900000,121000000,65625000,5562500,4699900,5597900,4366900,2850900,4354800,8410400,8149400,5962900,7605600,4030000,4033500,127660000,112500000,118900000,123360000,100870000,124710000,129980000,127420000,108210000,124620000,131400000,113810000
B4DJA5;P20339,B4DJA5;P20339,Ras-related protein Rab-5A,RAB5A,45414000,72103000,46396000,29990000,30433000,31533000,154620000,66438000,46516000,15181000,120230000,73598000,66586000,4128600,6554900,4217800,2726400,2766600,2866600,14056000,6039800,4228700,1380100,10930000,6690800,45872000,49068000,43915000,40692000,45361000,40692000,49566000,44588000,0,0,79909000,44566000
B4DJE5;P37268;E9PJG4;B3KQ95;B4DT56;B7Z1J3;E9PNM1,B4DJE5;P37268;E9PJG4;B3KQ95;B4DT56;B7Z1J3;E9PNM1,Squalene synthase,FDFT1,0,0,0,0,0,0,0,0,0,0,0,23560000,1308900,0,0,0,0,0,0,0,0,0,0,0,1308900,0,0,0,0,0,0,0,0,0,0,0,17551000
B4DJP7;P62318;H3BT13,B4DJP7;P62318;H3BT13,Small nuclear ribonucleoprotein Sm D3,SNRPD3,142830000,233070000,288500000,205980000,310450000,261250000,727780000,319790000,257050000,604100000,614310000,251820000,602420000,20404000,33296000,41214000,29426000,44350000,37322000,103970000,45685000,36722000,86300000,87758000,35974000,148760000,237570000,247240000,241610000,318390000,274840000,305050000,0,204600000,304850000,332490000,233670000
B4DJR4;E9PI44;Q5M7Z0-2;K7EJ18;Q5M7Z0-3;Q5M7Z0,B4DJR4;E9PI44;Q5M7Z0-2;K7EJ18;Q5M7Z0-3;Q5M7Z0,RING finger and transmembrane domain-containing protein 1,RNFT1,0,39241000,36876000,30268000,22405000,18411000,0,33993000,0,36491000,37781000,30526000,35749000,0,4905200,4609500,3783500,2800600,2301400,0,4249100,0,4561300,4722600,3815700,0,0,0,0,0,0,0,0,0,0,0,22740000
B4DJV5;Q13610,B4DJV5;Q13610,Periodic tryptophan protein 1 homolog,PWP1,267280000,406650000,379590000,248350000,279350000,234710000,515040000,425520000,582860000,409980000,398340000,450420000,218960000,12728000,19364000,18076000,11826000,13302000,11177000,24526000,20263000,27755000,19523000,18968000,21449000,257080000,298870000,255520000,320150000,326620000,256130000,262700000,252530000,328820000,246840000,233690000,341810000
E9PGZ4;B4DK71;Q9NTJ5;F8WDN7;C9JV50,E9PGZ4;B4DK71;Q9NTJ5;F8WDN7,Phosphatidylinositide phosphatase SAC1,SACM1L,0,22541000,16378000,12613000,7918900,14533000,12652000,5237600,11363000,49345000,0,27875000,6683600,0,834830,606570,467150,293290,538260,468610,193990,420850,1827600,0,1032400,0,0,0,0,0,0,0,0,0,0,0,20766000
Q9H8Y8;B4DKT0;Q9H8Y8-2;C9J9V9;H7C0J2;C9JBH8;C9J0V5;Q9BQQ3-2;G3V0G1;Q9BQQ3,Q9H8Y8;B4DKT0;Q9H8Y8-2,Golgi reassembly-stacking protein 2,GORASP2,20358000,69546000,103500000,101030000,90051000,85916000,267050000,129330000,218710000,168960000,214290000,142630000,115100000,1454200,4967600,7392700,7216300,6432200,6136800,19075000,9237500,15622000,12068000,15306000,10188000,41813000,58122000,71652000,84694000,78608000,79171000,120660000,88393000,137380000,129680000,155920000,95443000
B4DL80;G5EA36;P30260;P30260-2;I3L328,B4DL80;G5EA36;P30260;P30260-2;I3L328,Cell division cycle protein 27 homolog,CDC27,26303000,46847000,31773000,34029000,39462000,28380000,0,0,70150000,0,52356000,72498000,11818000,773610,1377800,934510,1000900,1160700,834700,0,0,2063200,0,1539900,2132300,0,0,0,0,0,0,0,0,42579000,0,0,0
B4E0E3;G3V1M5;B4DLG6;F5H1I9;Q9H6X4-2;Q9H6X4-3;Q9H6X4,B4E0E3;G3V1M5;B4DLG6;F5H1I9;Q9H6X4-2;Q9H6X4-3;Q9H6X4,Transmembrane protein 134,TMEM134,66158000,39895000,59509000,4631400,4715800,4293700,47694000,29757000,7119400,22269000,0,7409700,58691000,13232000,7979000,11902000,926290,943150,858750,9538900,5951500,1423900,4453800,0,1481900,66301000,27849000,35900000,0,0,0,25018000,20361000,0,17373000,0,0
B4DLH2;Q8N357,B4DLH2;Q8N357,Solute carrier family 35 member F6,C2orf18;SLC35F6,0,25206000,0,0,0,20001000,0,23474000,23140000,0,0,0,9182100,0,2520600,0,0,0,2000100,0,2347400,2314000,0,0,0,0,0,0,0,0,0,0,0,14045000,0,0,0
P52815;B4DLN1,P52815;B4DLN1,"39S ribosomal protein L12, mitochondrial",MRPL12;SLC25A10,0,0,23956000,12618000,36955000,33237000,0,0,54060000,0,0,0,20103000,0,0,2994500,1577300,4619300,4154600,0,0,6757500,0,0,0,0,0,0,0,0,0,0,0,32813000,0,0,0
B4DM50;Q9Y3A3-2;Q9Y3A3-3;Q9Y3A3,B4DM50;Q9Y3A3-2;Q9Y3A3-3;Q9Y3A3,MOB-like protein phocein,MOB4,72110000,51853000,141050000,69939000,63899000,79157000,393910000,294460000,162700000,308320000,246050000,190800000,345710000,12018000,8642100,23508000,11657000,10650000,13193000,65652000,49076000,27116000,51387000,41008000,31801000,66475000,62004000,80220000,68192000,80418000,71444000,203770000,169480000,94674000,179470000,169170000,159120000
B4DMQ3;Q9BW27;J3QLD4;B4DPW1;J3QL54;J3KT10;J3KSH3;J3KRC0;J3QLV0;F5H0W7;J3QLH0,B4DMQ3;Q9BW27;J3QLD4;B4DPW1;J3QL54;J3KT10,Nuclear pore complex protein Nup85,NUP85,51961000,41458000,53375000,43979000,22761000,28437000,102210000,52389000,39399000,52067000,59683000,81569000,21699000,1791800,1429600,1840500,1516500,784850,980570,3524400,1806500,1358600,1795400,2058000,2812700,37455000,31263000,40504000,36548000,33382000,35580000,52995000,34699000,29147000,35912000,33028000,58180000
J3QKT4;E2QRB3;P32322-2;P32322;Q96C36;B4DMU0;J3KR12,J3QKT4;E2QRB3;P32322-2;P32322;Q96C36;B4DMU0;J3KR12,"Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 2",PYCR1;PYCR2,0,0,0,0,0,0,0,0,7636800,0,0,0,763680,0,0,0,0,0,0,0,0,763680,0,0,0,0,0,0,0,0,0,0,0,4635300,0,0,0
E9PH18;B4DN73;O75190-3;O75190,E9PH18;B4DN73;O75190-3;O75190,DnaJ homolog subfamily B member 6,DNAJB6,16622000,16534000,16823000,5724800,7292200,12050000,39395000,0,19841000,15693000,11329000,12651000,19328000,1846900,1837200,1869200,636090,810250,1338800,4377200,0,2204600,1743700,1258800,1405700,0,0,0,0,0,0,0,0,0,0,0,9424600
E7ETU5;P29558-2;P29558;B4DN88;E7EPF2,E7ETU5;P29558-2;P29558;B4DN88,"RNA-binding motif, single-stranded-interacting protein 1",RBMS1,148030000,188400000,160230000,107070000,122170000,115270000,593910000,486470000,389660000,471910000,414510000,287190000,316800000,13457000,17127000,14566000,9733500,11107000,10479000,53992000,44225000,35424000,42901000,37682000,26108000,126640000,149810000,135990000,106260000,126420000,116570000,324450000,247240000,274060000,280520000,265330000,219090000
J3QL05;J3KP15;B4DN89;Q01130,J3QL05;J3KP15;B4DN89;Q01130,Serine/arginine-rich splicing factor 2,SRSF2;SFRS2,5549200,4713600,6097800,6466600,5701500,5619600,285720000,316290000,10669000,12937000,9280100,7106800,112690000,924870,785610,1016300,1077800,950250,936600,47621000,52715000,1778200,2156200,1546700,1184500,0,0,0,0,0,0,0,187390000,0,0,0,0
